red,green,blue,AT&T,Amazon,Apple,Linkedin,Microsoft,Netflix,Xerox,Zoom,url_len,tld_char_score
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,16,0.3514727741211056
0.14901960784313725,0.1411764705882353,0.13333333333333333,0,0,0,0,0,0,0,0,26,1.5488442768621675
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,14,0.5370967172228983
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,21,1.239189558082746
0.9725490196078431,0.9725490196078431,0.9725490196078431,0,0,1,0,0,0,0,0,8,0.21926345589665802
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,17,0.6634900363922942
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,22,1.162273580932666
0.2235294117647059,0.5098039215686274,0.7803921568627451,0,0,0,0,0,0,0,0,18,1.0307829395178112
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,9,0.3590890904616517
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,12,0.6009519822913492
0.00392156862745098,0.00392156862745098,0.00392156862745098,0,0,0,0,0,0,0,0,24,1.3101871078978309
0.9803921568627451,0.9647058823529412,0.9098039215686274,0,0,0,0,0,0,0,0,15,1.014535856801855
0.9294117647058824,0.9294117647058824,0.9294117647058824,0,0,0,0,0,0,0,0,25,2.0654655673522293
0.1568627450980392,0.1568627450980392,0.1450980392156863,0,0,0,0,0,0,0,0,30,1.9772692046786924
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,21,1.081065314458671
0.9921568627450981,0.9725490196078431,0.9686274509803922,0,0,0,0,0,0,0,0,15,0.5982372238335196
0.9882352941176471,0.9882352941176471,0.9882352941176471,0,0,0,0,0,0,0,0,17,0.8246243753477323
0.984313725490196,0.984313725490196,0.984313725490196,0,0,0,0,0,0,0,0,23,1.128791036876734
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,23,1.0349341591702892
0.9803921568627451,0.9803921568627451,0.9803921568627451,0,0,0,0,0,0,0,0,16,0.8214512505350549
0.043137254901960784,0.043137254901960784,0.043137254901960784,0,0,0,0,0,0,0,0,10,0.3748758834146767
0.9490196078431372,0.9490196078431372,0.9490196078431372,0,0,0,0,0,0,0,0,19,0.8642717992717612
0.08627450980392157,0.12549019607843137,0.23137254901960785,0,0,0,0,0,0,0,0,17,0.9419242662744254
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,21,0.9617816191922529
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,10,0.44546381075052127
0.9686274509803922,0.9725490196078431,0.9921568627450981,0,0,0,0,0,0,0,0,7,0.25706106945274865
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,24,1.4379509121071061
0.9647058823529412,0.9647058823529412,0.9647058823529412,0,0,0,0,0,0,0,0,17,0.6922588226206964
0.06274509803921569,0.050980392156862744,0.043137254901960784,0,0,0,0,0,0,0,0,12,0.6915896131936241
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,21,1.2165959900070784
0.10588235294117647,0.10588235294117647,0.10588235294117647,0,0,0,0,0,0,0,0,31,2.2938822744887895
0.984313725490196,0.984313725490196,0.984313725490196,0,0,0,0,0,0,0,0,26,1.2775749526512559
0.9411764705882353,0.9411764705882353,0.9411764705882353,0,0,0,0,0,0,0,0,29,1.5839201364625626
0.7725490196078432,0.16862745098039217,0.11764705882352941,0,0,0,0,0,0,0,0,14,0.0
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,16,0.883152750443109
0.10980392156862745,0.11764705882352941,0.1411764705882353,0,0,0,0,0,0,0,0,20,1.0711142836356946
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,22,1.3315146421104884
0.9882352941176471,0.9882352941176471,0.9882352941176471,0,0,0,0,0,0,0,0,18,0.997460749927681
0.9921568627450981,0.9921568627450981,0.9882352941176471,0,0,0,0,0,0,0,0,19,0.8125573689591914
0.17647058823529413,0.19215686274509805,0.21568627450980393,0,0,0,0,0,0,0,0,22,1.4597065655804968
0.9686274509803922,0.8392156862745098,0.3215686274509804,0,0,0,0,0,0,0,0,16,1.1068622915095427
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,16,0.883152750443109
0.9725490196078431,0.9725490196078431,0.9725490196078431,0,0,0,0,0,0,0,0,29,1.6810662200905442
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,15,0.6525738359918097
0.9882352941176471,0.9882352941176471,0.9882352941176471,0,0,0,0,0,0,0,0,18,0.8614004687910342
0.9058823529411765,0.9254901960784314,0.9568627450980393,0,0,0,0,0,0,0,0,20,0.3101550815790595
0.9803921568627451,0.9764705882352941,0.9647058823529412,0,0,0,0,1,0,0,0,25,1.522800103672188
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,74,1.88132547136844
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,9,0.22161818551320342
0.9725490196078431,0.9725490196078431,0.9725490196078431,0,0,0,0,0,0,0,0,10,0.4398864034339244
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,14,0.30541601759984705
0.9882352941176471,0.9882352941176471,0.9882352941176471,0,0,0,0,0,0,0,0,14,0.5493845001407567
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,20,0.9347552727125656
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,16,0.883152750443109
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,12,0.5493441510096054
0.9803921568627451,0.9803921568627451,0.9803921568627451,0,0,0,0,0,0,0,0,21,0.7093395465092402
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,17,0.7988496937045757
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,15,0.6695505754515176
0.9254901960784314,0.9137254901960784,0.8980392156862745,0,0,0,0,0,0,0,0,11,0.1743657445428691
0.9803921568627451,0.9803921568627451,0.9803921568627451,0,0,0,0,0,0,0,0,21,1.2804951366163289
0.9882352941176471,0.9882352941176471,0.9882352941176471,0,0,0,0,0,0,0,0,17,0.9270465093144683
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,6,0.04452898273941892
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,16,0.883152750443109
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,13,0.5789155677059493
0.9882352941176471,0.9882352941176471,0.984313725490196,0,0,0,0,0,0,0,0,13,0.5585760253412164
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,22,0.8632676430804522
0.9607843137254902,0.9607843137254902,0.9529411764705882,0,0,0,0,0,0,0,0,25,1.760991767554461
0.9294117647058824,0.9333333333333333,0.9176470588235294,0,0,0,0,0,0,0,0,19,1.3384097269640645
0.9764705882352941,0.9764705882352941,0.9764705882352941,0,0,0,0,0,0,0,0,26,1.2500337417699847
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,19,0.7289332628324199
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,13,0.5282391568040682
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,16,0.5655564861990559
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,11,0.5921784415759711
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,9,0.38954731640433027
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,18,0.6644357787527948
0.9764705882352941,0.9764705882352941,0.9764705882352941,0,0,0,0,0,0,0,0,36,2.5677610955513783
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,22,1.420804003724511
0.5450980392156862,0.6549019607843137,0.6745098039215687,0,0,0,0,0,0,0,0,11,0.7226654637542154
0.13333333333333333,0.12941176470588237,0.12941176470588237,0,0,0,0,0,0,0,0,9,0.6069894961215878
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,25,1.442548226438198
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,29,2.0641423661709326
0.996078431372549,0.996078431372549,0.996078431372549,0,0,1,0,0,0,0,0,12,0.25229825865574684
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,31,1.4423640096052985
0.796078431372549,0.8235294117647058,0.8431372549019608,0,0,0,0,0,0,0,0,34,1.7802287868341324
0.15294117647058825,0.3607843137254902,0.5490196078431373,0,0,0,0,0,0,0,0,16,0.600195904138743
0.9882352941176471,0.9882352941176471,0.984313725490196,0,0,0,0,0,0,0,0,17,0.7245236498154688
0.9725490196078431,0.9725490196078431,0.9725490196078431,0,0,0,0,0,0,0,0,21,1.1775319637593111
0.9725490196078431,0.9725490196078431,0.9725490196078431,0,0,0,0,0,0,0,0,35,2.44158596298652
