red,green,blue,AT&T,Amazon,Apple,Linkedin,Microsoft,Netflix,Xerox,Zoom,url_len,tld_char_score
0.9764705882352941,0.9764705882352941,0.9764705882352941,0,0,0,0,0,0,0,0,31,1.8917316178726253
0.9607843137254902,0.9607843137254902,0.9568627450980393,0,0,0,0,0,0,0,0,13,0.45814898043975855
0.9686274509803922,0.9647058823529412,0.9647058823529412,0,0,0,0,0,0,0,0,19,0.9610203989409702
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,20,1.0580595565605158
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,13,0.6499976558433496
0.9921568627450981,0.9921568627450981,0.9921568627450981,0,0,0,0,0,0,0,0,16,0.9075903960226619
0.984313725490196,0.984313725490196,0.984313725490196,0,0,0,0,0,0,0,0,15,1.061922228417001
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,16,0.9040393647166594
0.9921568627450981,0.9921568627450981,0.9882352941176471,0,0,0,0,0,0,0,0,13,0.2286194054219715
0.9647058823529412,0.9725490196078431,0.9764705882352941,0,0,0,0,0,0,0,0,15,0.677754866589394
0.9882352941176471,0.9882352941176471,0.9882352941176471,0,0,0,0,0,0,0,0,13,0.617851163907938
0.4235294117647059,0.3254901960784314,0.21568627450980393,0,0,0,0,0,0,0,0,24,1.3906183218680916
0.00784313725490196,0.00392156862745098,0.00392156862745098,0,0,0,0,0,0,0,0,13,0.42348835966279924
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,12,0.3635461375570084
0.996078431372549,0.996078431372549,0.996078431372549,0,0,0,0,0,0,0,0,24,1.1956875602783108
0.984313725490196,0.984313725490196,0.984313725490196,0,0,0,0,0,0,0,0,17,0.8766338527591422
0.9372549019607843,0.9372549019607843,0.9372549019607843,0,0,0,0,0,0,0,0,20,0.6770921331490667
0.03137254901960784,0.03137254901960784,0.12941176470588237,0,0,0,0,0,0,0,0,15,0.991861745435213
0.34509803921568627,0.34509803921568627,0.3411764705882353,0,0,0,0,0,0,0,0,13,0.5084248056573596
0.9764705882352941,0.9647058823529412,0.9450980392156862,0,0,0,0,0,0,0,0,11,0.63119333408453
